,IYW US Equity,GDP,DGS10,CSUSHPINSA,PAYEMS,TEDRATE,FEDFUNDS,NETEXP,PCE,UNRATE,UMCSENT,BAMLH0A0HYM2,RECPROUSM156N,VIXCLS,XOI Index,YIELD_SLOPE,XAU Curncy,LUMSTRUU Index,DXY Curncy,M2 Index,LUGCTRUU Index,TAIEALLGCLCRT100EP,CCSA,JTU5200JOR,ACILOB
2001-10-31,0,10700.3227779,3.23023255814,114.681815353,131465.997513,-1.07315789474,0.0249,-358.074937555,7249.22695098,0.053,81.7108827086,0.0961,0.1704,32.6085697259,506.989312164,0.01809,278.601367781,-0.0136387872892,-0.012624064078,0.00259784266109,-0.0247452817287,182403.129888,0.0193584677862,0.033,209422.976579
2001-11-30,0,10700.3227779,3.88041841004,114.841381215,131174.997782,-0.398571428571,0.0209,-358.074937555,7208.59436862,0.055,82.9143027414,0.0839,0.1238,22.4322818792,489.7650163,0.01911,273.380867347,0.00932841105436,-0.0109360199776,-0.00810381850434,0.0166852057842,182403.0,0.0200324332024,0.025,209423.0
2001-12-31,1,10700.3227779,4.12719921105,115.061895571,131002.998687,-1.47705882353,0.0182,-358.074937555,7188.99727399,0.057,87.8551801802,0.0824,0.0508,22.7983193277,519.046135695,0.02025,277.966311167,0.0037814887124,-0.00531049250535,-0.00978108128097,0.00794464152761,182403.0,0.0196467374943,0.024,209423.0
2002-01-31,0,10833.4572875,4.07,115.443263483,130867.998968,-0.983333333333,0.0173,-376.214460709,7216.70383779,0.057,92.0451612903,0.0789,0.018,19.961503082,507.176800472,0.01874,281.562741108,-0.00917448422871,-0.0287829631478,-0.00375773651636,-0.00729539842092,176931.969079,0.0194282868853,0.052,207893.992645
2002-02-28,1,10833.4572875,3.84106557377,115.924105371,130731.99896,-0.931428571429,0.0174,-376.214460709,7258.70578536,0.057,89.6746416759,0.0819,0.0132,20.6131588698,525.113987226,0.01816,295.597209577,-0.0112531684354,0.00881168177241,-0.00533172099159,-0.00841524400759,176932.0,0.0194360443815,0.022,207894.0
2002-03-31,0,10833.4572875,4.51963099631,116.938564403,130710.999839,-0.248518518519,0.0173,-376.214460709,7275.70233622,0.057,94.752246604,0.0708,0.0042,16.1591954023,564.940316504,0.01685,301.670155295,0.0107073816182,0.00455235204856,-0.00223030657575,0.020708106348,176932.0,0.0197138037028,0.031,207894.0
2002-04-30,1,10933.7611732,4.04933463796,118.220737354,130632.999403,-1.32,0.0175,-416.880122228,7344.60937976,0.059,91.9709677419,0.0688,0.0024,21.1158420812,540.555188331,0.018647,307.468803696,-0.0185853748388,0.0297768903551,0.0,-0.0190023137756,181327.024238,0.0201179511509,0.032,210935.014417
2002-05-31,1,10933.7611732,4.07409448819,119.803080553,130627.999962,-0.757368421053,0.0175,-416.880122228,7320.79674943,0.058,95.940247678,0.0728,0.001,18.8834034034,544.93793142,0.018499,325.605427959,-0.00720503255065,0.030229854217,-0.00465818731008,-0.00914480268955,181327.0,0.0202378161477,0.024,210935.0
2002-06-30,1,10933.7611732,3.81473251029,121.342588899,130684.000429,-0.81,0.0175,-416.880122228,7365.10601404,0.058,91.3512987013,0.0875,0.0018,24.6133858268,547.454594767,0.019861,313.411520114,-0.00817992200961,0.0537178399774,-0.00438413739379,-0.00843151724898,181327.0,0.0197934192544,0.027,210935.0
2002-07-31,1,11036.0662692,3.43239467849,122.70099523,130599.999357,-1.21714285714,0.0173,-432.597728529,7423.20782576,0.058,87.0511918275,0.0971,0.0062,31.2369934436,481.934657296,0.022249,302.514091583,-0.0113151382563,-0.0121031561307,-0.00762274598637,-0.0119016687481,197776.083169,0.0190665977474,0.032,207732.984586
2002-08-31,1,11036.0662692,3.05062801932,123.73833801,130585.999893,-0.783333333333,0.0174,-432.597728529,7448.00332931,0.057,86.5942922374,0.0961,0.0062,31.6586887255,489.605328482,0.019919,311.779416467,-0.0078018663986,0.00401944288652,-0.00754737180173,-0.0219287459217,197776.0,0.019104425721,0.027,207733.0
2002-09-30,1,11036.0662692,2.48950413223,124.496056259,130525.99954,-0.35,0.0175,-432.597728529,7425.09691628,0.057,85.0825783972,0.1033,0.0046,38.8676266062,443.476509065,0.019109,322.583379694,-0.00704903407033,0.0010292879199,-0.00440544285359,-0.0210577000241,197776.0,0.0192989408654,0.02,207733.0
2002-10-31,0,11102.8400139,3.00633587786,125.145153005,130648.000934,-0.655925925926,0.0175,-483.860713235,7468.30578367,0.057,79.5317617866,0.1059,0.005,29.865433526,429.036261306,0.022228,316.731746656,-0.0038102780711,0.0021567891973,-0.00779046813311,0.00965005388149,204755.034084,0.019280404288,0.033,207112.997006
2002-11-30,0,11102.8400139,3.28872037915,125.6439482,130661.000099,-0.943913043478,0.0134,-483.860713235,7498.80406678,0.059,83.2427553444,0.0883,0.005,26.3676363636,435.865520201,0.021489,317.151257269,0.00071328560484,0.00244406843392,-0.00866648029075,-0.000591131409322,204755.0,0.0188486436164,0.028,207113.0
2002-12-31,1,11102.8400139,2.72817232376,126.154011011,130502.998789,-1.09777777778,0.0124,-483.860713235,7551.60699097,0.06,85.7288350634,0.089,0.0082,27.6591334731,445.862356996,0.022178,347.135907197,-0.0103359623513,0.0444771723122,-0.00365586156471,-0.0258117446594,204755.0,0.018837589178,0.022,207113.0
2003-01-31,0,11229.0892416,3.0425,126.65391696,130595.000704,-0.757368421053,0.0124,-502.555866308,7578.50354905,0.058,81.347815534,0.0829,0.0032,30.2518094321,425.943511792,0.022734,367.204597311,-0.00243425342317,0.0194174757282,-0.00566047534145,3.15556958033e-05,187379.907274,0.0183908479342,0.037,205958.994397
2003-02-28,0,11229.0892416,2.6318328841,127.335298839,130445.998858,-1.0275,0.0126,-502.555866308,7572.59922098,0.059,78.8687108886,0.0838,0.0046,28.5780256497,424.857346546,0.021817,348.89799257,-0.00665826107983,0.00200581686892,-0.00619312219374,-0.0175014339084,187380.0,0.0184901255091,0.021,205959.0
2003-03-31,1,11229.0892416,2.86133159269,128.317578687,130236.998395,-0.84,0.0125,-502.555866308,7626.50706654,0.059,76.5703608247,0.0772,0.006,28.1335334477,428.979558806,0.023144,336.412957475,-8.63513116763e-05,0.00839401294498,-0.00354840921558,0.00130384167637,187380.0,0.0190129462871,0.022,205959.0
2003-04-30,0,11369.665363,2.90542416452,129.499042839,130192.999662,-0.6,0.0126,-502.364456754,7660.70446376,0.06,85.0976744186,0.0644,0.005,19.8356482791,429.761833968,0.023543,337.553249151,-0.00416200877118,0.0173886202284,-0.00630259257997,-0.0105738441337,188545.006179,0.0194629882839,0.035,207675.008263
2003-05-31,0,11369.665363,2.21569732938,130.850239684,130185.999946,-0.862631578947,0.0126,-502.364456754,7668.20097794,0.061,91.1662323561,0.0679,0.001,18.3806317411,470.375998005,0.020482,363.52106599,-0.000824841475779,0.0418051238075,-0.0102672173986,-0.0276342512395,188545.0,0.0199200882671,0.024,207675.0
2003-06-30,1,11369.665363,2.58802259887,132.240433086,130196.000077,-0.596086956522,0.0122,-502.364456754,7721.90695335,0.063,88.6732441472,0.0613,0.0006,18.5225614754,472.654982582,0.022134,345.34789261,-0.00162983804557,-0.0152010978571,-0.00614925773265,0.00401823197793,188545.0,0.019805874075,0.022,207675.0
2003-07-31,0,11624.1588908,3.70158129176,133.66054586,130218.000169,-1.18294117647,0.0101,-500.91989448,7782.80782394,0.062,89.9132013201,0.0567,0.001,18.4884607491,461.26542668,0.026657,353.372435445,0.0190922442129,-0.0222933223243,-0.0077640526027,0.0437558685446,199862.056624,0.0193262468202,0.03,208538.004138
2003-08-31,0,11624.1588908,3.44101123596,134.969635187,130176.999685,-0.764444444444,0.0103,-500.91989448,7877.91207021,0.061,88.2820828667,0.0546,0.0014,17.5838378959,479.137096438,0.024957,374.606450539,-0.007065604222,-0.0123343527013,-0.0095180068174,-0.00655301881952,199862.0,0.019195849546,0.03,208538.0
2003-09-30,0,11624.1588908,2.83626262626,136.088170411,130281.000798,-0.552608695652,0.0101,-500.91989448,7872.9993777,0.061,86.6817559863,0.0551,0.0002,21.9000176056,479.160124958,0.024799,384.375431426,-0.0167535781649,0.0565428109855,0.00461553732133,-0.0307041998825,199862.0,0.0190718872675,0.023,208538.0
2003-10-31,0,11815.8432218,3.41545034642,136.986522684,130484.001556,-0.77,0.0101,-512.720888835,7889.60210377,0.06,88.6212053571,0.0473,0.0002,14.6888198758,489.300641266,0.024752,383.24713728,0.00347712888501,0.00129407958589,0.00160726417126,0.0128207084968,240211.167972,0.0185739173983,0.03,204527.980394
2003-11-30,0,11815.8432218,3.34230414747,137.775692873,130495.000084,-0.624615384615,0.01,-512.720888835,7949.40752163,0.058,92.7437566702,0.0448,0.0006,15.3334803922,494.05963539,0.022879,397.184911466,-0.00208534532122,0.0277069710739,-0.000761627233141,-0.00264868403026,240211.0,0.0179522111649,0.025,204528.0
2003-12-31,1,11815.8432218,3.25360655738,138.636159135,130618.000942,-0.961818181818,0.0098,-512.720888835,7973.30299713,0.057,91.5881209503,0.0418,0.0014,17.4186837794,561.730083184,0.024266,414.491641593,-0.010628762768,0.0380809940175,0.000380958690827,-0.00976771528919,240211.0,0.0173901367707,0.023,204528.0
2004-01-31,0,11987.4173118,3.13355769231,139.717675361,130777.001216,-0.72652173913,0.01,-547.579157602,8036.30783845,0.057,102.907899807,0.0405,0.0002,15.5289777511,562.291207193,0.02313,401.417697851,-0.00622662913323,-0.00321100917431,-0.00137287658997,-0.00900012697275,224023.927745,0.0167836865254,0.041,202234.988662
2004-02-29,1,11987.4173118,2.94739348371,141.04936356,130825.000367,-1.09777777778,0.0101,-547.579157602,8071.10431115,0.056,93.3004237288,0.0434,0.0,13.4070446735,592.470773483,0.023301,395.134096933,-0.00835777614826,-0.00125987859352,-0.00639318936331,-0.0120863309353,224024.0,0.0165776952227,0.031,202235.0
2004-03-31,1,11987.4173118,2.82632124352,143.104227219,131156.002524,-0.82,0.01,-547.579157602,8120.00602143,0.058,94.8146137787,0.0441,0.0004,15.8708243728,592.860740915,0.02263,425.521051706,-0.00436391391641,-0.00342426663623,-0.00588177629644,-0.00909562839532,224024.0,0.0161959625067,0.027,202235.0
2004-04-30,1,12180.4138434,3.67790286976,145.194297442,131407.00191,-0.598181818182,0.01,-608.920052829,8140.60253022,0.056,93.183014862,0.0391,0.0002,16.2161780105,603.58771507,0.021908,385.647349709,0.0181268371794,-0.0317197170645,-0.00652512660693,0.0316738326922,229845.025326,0.0159380377743,0.037,209073.032706
2004-05-31,0,12180.4138434,3.68789699571,147.354561143,131714.002331,-0.63,0.01,-608.920052829,8211.90868146,0.056,89.155654102,0.0428,0.0006,14.3909677419,603.710231516,0.021145,394.572247503,0.00219251834859,0.0177727784027,-0.0122965931864,0.00514819055129,229845.0,0.0157828296222,0.03,209073.0
2004-06-30,0,12180.4138434,3.61134199134,149.534483125,131791.000584,-0.533333333333,0.0103,-608.920052829,8203.59898837,0.056,94.6564853556,0.041,0.0102,13.2591073919,636.511375773,0.019034,393.2467026,-0.00876869115747,0.00112612612613,-0.000288493901559,-0.00410015554918,229845.0,0.015637089167,0.026,209073.0
2004-07-31,1,12366.7590671,3.47333333333,151.351946961,131836.000341,-0.791428571429,0.0126,-638.932042342,8269.70799207,0.055,95.7113753878,0.0402,0.001,14.3839686684,650.701820525,0.017976,390.041816903,-0.00888208778962,-0.012894619831,-0.00209519544495,-0.0104533261602,266289.136858,0.0154529128502,0.041,212432.015812
2004-08-31,1,12366.7590671,3.04041162228,152.819557246,131955.000902,-0.987391304348,0.0143,-638.932042342,8293.40285735,0.054,94.8916579771,0.0406,0.0008,14.2880379333,638.430874189,0.017256,408.89587044,-0.0151847726379,0.0114684056667,-0.00410945812494,-0.0207222039293,266289.0,0.0152981323739,0.031,212432.0
2004-09-30,0,12366.7590671,3.14241545894,154.118381149,132117.001226,-0.336470588235,0.0161,-638.932042342,8372.00938732,0.054,93.1819532909,0.0383,0.0006,12.1938230885,697.824852735,0.015144,417.270083682,-0.00152107423824,0.0179695547671,-0.00552818741981,-0.00348541303603,266289.0,0.0151234600511,0.04,212432.0
2004-10-31,0,12561.1784766,3.02777777778,155.307613564,132463.002612,-0.833333333333,0.0176,-684.968668748,8416.90533387,0.055,90.6727371865,0.0363,0.0,15.4500860479,694.625529232,0.014751,427.574034535,-0.0079907842326,0.0289718525498,-0.00443133791711,-0.00858809666669,296997.103395,0.0146613327141,0.039,212635.000955
2004-11-30,0,12561.1784766,3.43110091743,156.507619048,132529.000498,-1.14363636364,0.0193,-684.968668748,8457.40478814,0.054,91.8118534483,0.0317,0.001,12.0111480363,742.914824897,0.013525,449.999672913,0.00249674690956,0.0377658274261,-0.00427108849947,0.0112506579332,296997.0,0.0144196543923,0.027,212635.0
2004-12-31,1,12561.1784766,3.21169811321,157.677373795,132658.000972,-0.198947368421,0.0216,-684.968668748,8515.50682205,0.054,96.144284243,0.031,0.0,12.2937622272,720.088479587,0.011531,437.421490478,-0.00699368468658,0.0119975262832,-0.00297460625607,-0.0105174833268,296997.0,0.0143195702549,0.034,212635.0
2005-01-31,1,12812.7486325,3.11584541063,159.149179468,132794.001024,-1.13740740741,0.0228,-677.79271837,8520.20055157,0.053,94.4832460733,0.0329,0.0018,11.7833385335,744.542715859,0.008564,421.562494084,-0.00529381049926,-0.0325475649156,-0.00100096968939,-0.00690338847903,289532.974221,0.01433262121,0.043,217417.021994
2005-02-28,1,12812.7486325,3.4104587156,160.941054159,133033.001797,-1.15,0.025,-677.79271837,8574.70635517,0.054,93.0851222104,0.0283,0.0006,11.0187417219,860.524526753,0.007808,434.679955239,0.00465668076315,0.0128469276451,-0.00126524937909,0.00663099284113,289533.0,0.0141259425182,0.033,217417.0
2005-03-31,1,12812.7486325,3.53111111111,163.596101592,133168.001014,-0.122820512821,0.0263,-677.79271837,8621.50542766,0.052,91.5838012959,0.0352,0.002,13.1583737518,851.509595552,0.00707,427.332957862,0.00185966784715,-0.018439210088,-0.00132597029827,0.00709312825891,289533.0,0.0139695029389,0.029,217417.0
2005-04-30,1,12973.0953596,3.14111638955,166.014491018,133532.002726,-0.684054054054,0.0279,-690.068144464,8714.91071605,0.052,86.6441277081,0.0419,0.0006,14.3942586545,815.62610222,0.005481,433.413927256,-0.0109478835958,-0.0043823285562,-0.00224131490474,-0.0147730941704,293942.015,0.0136713193107,0.042,222161.021354
2005-05-31,0,12973.0953596,2.9475,168.554981715,133709.001324,-0.49243902439,0.03,-690.068144464,8679.59593346,0.051,85.8907940161,0.0413,0.0008,12.1380060196,825.421785917,0.004074,416.208897543,-0.00781547543481,-0.0379443938013,-0.0025461094206,-0.0123863579998,293942.0,0.0135647225427,0.02,222161.0
2005-06-30,1,12973.0953596,2.9247715736,171.02435963,133954.001829,-0.431304347826,0.0304,-690.068144464,8774.31079165,0.05,95.0947916667,0.0385,0.0008,10.936179402,887.87019577,0.002799,434.541905855,-0.00361296239199,-0.0149287237625,-0.00492808700623,-0.00649090077088,293942.0,0.0136203383082,0.035,222161.0
2005-07-31,0,13204.4625202,3.35943925234,173.112004595,134328.002784,-0.917777777778,0.0326,-732.337153009,8866.91044216,0.05,95.5051813472,0.033,0.005,10.529377701,941.907326192,0.002613,428.786738018,0.00503754320448,-0.00290990486849,-0.00475092250923,0.0113851587087,297245.011112,0.0135818880248,0.042,228349.027099
2005-08-31,0,13204.4625202,2.95532338308,174.930345612,134524.001457,-0.407209302326,0.035,-732.337153009,8871.60052972,0.049,88.0169472503,0.0366,0.0156,11.6817460317,1016.37318392,0.002023,434.212408088,-0.00878160195322,0.0202100936287,-0.00492640984058,-0.0147113502592,297245.0,0.013499905842,0.037,228349.0
2005-09-30,1,13204.4625202,3.41373271889,176.61951523,134591.000498,-0.116666666667,0.0362,-732.337153009,8922.60571518,0.05,75.7413524057,0.0354,0.1036,10.8629530201,1075.36482621,0.001591,468.372661411,0.00528891070609,-0.0216711349419,-0.00508402338042,0.0132572257212,297245.0,0.0141850822959,0.036,228349.0
2005-10-31,1,13380.6421661,3.62032822757,177.756377622,134675.000624,-1.25162162162,0.0378,-788.408779144,8958.60401804,0.05,73.1636118598,0.0361,0.0028,14.5419321149,984.527986851,0.001768,464.1811649,0.00701631292756,-0.00610636171866,-0.00525415259755,0.00863243328506,304576.024069,0.0146238914971,0.047,232656.018512
2005-11-30,0,13380.6421661,3.47218262806,178.685175868,135016.002526,-0.100714285714,0.04,-788.408779144,8986.7031265,0.05,80.6906862745,0.0367,0.0002,10.7896849088,971.396415195,0.000772,492.13656283,-0.00324246999921,-0.0163809107786,-0.00295898186869,-0.00510025750951,304576.0,0.0140704760913,0.038,232656.0
2005-12-31,1,13380.6421661,3.36722095672,179.11238743,135173.001161,-0.468181818182,0.0416,-788.408779144,9025.80433155,0.049,90.6081967213,0.0371,0.0002,11.0708285004,985.844612446,-8.5e-05,516.046266925,-0.00968825996962,0.00438740813864,-0.00410452249218,-0.00941203072336,304576.0,0.0137323558945,0.043,232656.0
2006-01-31,0,13647.9235822,3.56090507726,179.83398164,135451.002052,-1.46419354839,0.0429,-778.233200895,9099.10805486,0.047,90.1967105263,0.0342,0.0002,12.017953668,1142.2367072,-3e-06,567.991228687,-0.00320859810151,0.0248426258993,-0.0063047180805,0.00183347255454,271685.878942,0.0132949269221,0.052,234545.008054
2006-02-28,1,13647.9235822,3.5543956044,180.51374635,135766.00232,-0.69,0.0449,-778.233200895,9133.70378775,0.048,85.6480968858,0.0337,0.001,11.2905672609,1030.53195844,-0.001236,560.536911228,-0.00463830584708,-0.0127621795583,-0.00360247707515,-0.00269690209257,271686.0,0.0130224429059,0.048,234545.0
2006-03-31,0,13647.9235822,3.92378600823,181.756785226,136048.002073,-0.165833333333,0.0459,-778.233200895,9167.10364307,0.047,87.9247469066,0.0313,0.0012,10.3065935031,1069.5863458,0.000311,582.687865159,0.00855266266597,0.00423492700323,-0.00193147713428,0.0111073039804,271686.0,0.0127519357703,0.041,234545.0
2006-04-30,1,13798.8049342,4.11142011834,182.654900626,136231.001343,-0.52,0.0479,-782.562436824,9222.30598484,0.047,86.3828375286,0.0304,0.0014,10.6072562554,1126.7106447,0.001922,653.538155188,-5.51246210182e-05,0.0420392521194,-0.00571698698536,0.00314359572929,283304.041009,0.0124551283381,0.056,242768.033872
2006-05-31,1,13798.8049342,4.129765625,183.383959215,136256.000183,-0.46,0.0494,-782.562436824,9253.10332825,0.046,77.9950695322,0.0312,0.002,15.7350121655,1097.18318364,0.000856,644.185694358,0.00190147068106,0.0164069877243,-0.000752834199339,0.000558855349607,283304.0,0.0123559658517,0.043,242768.0
2006-06-30,1,13798.8049342,4.15582524272,183.55092116,136335.000579,-0.209672131148,0.0499,-782.562436824,9282.80319912,0.046,83.9683156655,0.0335,0.001,11.8231192661,1152.44784984,-0.000134,614.802342291,-0.00192930096308,-0.00516674495068,-0.005359056806,-0.0022946272839,283304.0,0.0124707453969,0.037,242768.0
2006-07-31,1,13907.5058157,3.95793587174,183.620379157,136541.001509,-0.72,0.0524,-806.560180861,9359.40818341,0.047,83.6976387249,0.0345,0.0008,14.075083612,1202.52161266,0.000294,635.782822929,-0.0141217936774,-0.00164126611958,-0.00591120063053,-0.012849914969,290118.023487,0.0126612115354,0.031,241344.994104
2006-08-31,0,13907.5058157,3.68725738397,183.418915519,136724.001338,-0.561666666667,0.0525,-806.560180861,9367.60087526,0.047,80.9670731707,0.0349,0.001,11.0955402112,1144.46940289,-0.000496,626.284935438,-0.0143250688705,0.00293944738389,-0.00430170033425,-0.0155674729427,290118.0,0.0127427121762,0.034,241345.0
2006-09-30,0,13907.5058157,3.61844827586,183.208859997,136877.001118,-0.2,0.0525,-806.560180861,9392.90269324,0.045,84.4398126464,0.0344,0.0018,10.9524540902,1082.79310098,-0.000553,597.251529333,-0.00694560542274,-0.0113913751017,-0.00376429708991,-0.00969297551647,290118.0,0.0126363096314,0.032,241345.0
2006-10-31,0,14065.3812234,3.60349240781,183.059185048,136885.000058,-1.00857142857,0.0525,-720.520806617,9412.30206091,0.044,92.6876068376,0.0329,0.0016,10.0207207207,1133.8549062,-0.000945,605.613682822,-0.00719739264267,0.00832161275199,-0.00718700589334,-0.00625521267723,317882.08734,0.0126265233123,0.039,236968.981534
2006-11-30,0,14065.3812234,3.426367713,182.637712917,137094.001524,-0.423617021277,0.0525,-720.520806617,9430.20189796,0.045,91.083713355,0.032,0.0012,9.8925847846,1210.97361859,-0.001503,647.063888889,-0.0113375302086,0.0285714285714,-0.00578778135048,-0.0115683492128,317882.0,0.0127658477482,0.035,236969.0
2006-12-31,1,14065.3812234,3.76307855626,182.237817071,137265.001246,-0.53,0.0524,-720.520806617,9515.50896338,0.044,90.6956379498,0.0289,0.0008,10.6162283737,1187.15001969,-0.001058,635.682252238,0.00275993088954,-0.00836820083682,-0.00623455562814,0.00763951303211,317882.0,0.0127828380662,0.032,236969.0
2007-01-31,0,14232.237723,3.8548447205,181.727208997,137505.001745,-0.90027027027,0.0525,-729.466538419,9552.10383122,0.046,95.9536635707,0.0272,0.0028,9.3105950096,1163.24947212,-0.001085,652.225260257,-0.000642822438988,-0.0112293144208,-0.0052552764671,0.000831368487046,286137.889061,0.0129568319474,0.034,245393.034328
2007-02-28,1,14232.237723,3.50078947368,181.478629987,137594.000647,-0.748235294118,0.0526,-729.466538419,9589.80393085,0.045,90.2386637459,0.0282,0.0004,14.7442542153,1142.40176523,-0.000766,668.374127885,-0.0121829659984,0.0123249970085,-0.00212864936493,-0.0169682272791,286138.0,0.0131727362684,0.032,245393.0
2007-03-31,1,14232.237723,3.66935483871,181.198463227,137784.001379,-0.305555555556,0.0526,-729.466538419,9630.60423606,0.044,87.3671945701,0.0285,0.0004,13.5867213115,1215.36992716,0.000699,662.791639048,-0.00262902085543,0.0077173519836,-0.00429515882262,0.00173802174205,286138.0,0.0129119231538,0.038,245393.0
2007-04-30,0,14421.3261107,3.62568034557,181.139670583,137864.00058,-0.219473684211,0.0525,-733.968866094,9669.60403284,0.045,86.0850746269,0.0274,0.0,13.190464135,1270.11308181,0.000312,677.471593338,-0.00490979173689,0.0182081599077,-0.010431424841,-0.00583078708954,302557.054267,0.0127874093201,0.026,252553.02835
2007-05-31,0,14421.3261107,3.95510204082,180.888625543,138007.001036,0.01,0.0525,-733.968866094,9707.90394483,0.044,87.313590034,0.0246,0.0008,11.9603448276,1366.93076017,-0.000202,659.472823618,0.00577838706349,-0.0103765446349,-0.00173324643991,0.00869436481339,302557.0,0.012527252628,0.036,252553.0
2007-06-30,0,14421.3261107,4.05584493042,180.548127238,138082.000543,-0.437647058824,0.0525,-733.968866094,9722.30148098,0.046,84.2648300117,0.0298,0.002,15.4259334566,1408.94983148,0.001662,648.633298699,0.00421884714451,0.00465087890625,-0.00439002167401,0.00210398543395,302557.0,0.012684297943,0.032,252553.0
2007-07-31,0,14568.6851143,3.72769874477,179.996961326,138047.999754,-0.719259259259,0.0526,-713.142295912,9758.60371941,0.047,89.4564159292,0.0419,0.0038,22.8299489796,1361.47520393,0.002214,663.322053289,-0.00672680355528,0.0142379596385,-0.0040012099879,-0.00987520782004,315502.04103,0.0129801997386,0.038,249175.986447
2007-08-31,0,14568.6851143,3.48713656388,179.245839112,138027.999855,1.39421052632,0.0502,-713.142295912,9799.60418342,0.046,82.3160671463,0.0455,0.0032,22.374011976,1364.76237963,0.003972,672.313366998,-0.0116331453816,-0.000259929942692,-0.0102340772999,-0.0126314401556,315502.0,0.0130271718331,0.035,249176.0
2007-09-30,0,14568.6851143,3.60089324619,178.123747558,138116.000637,0.377549668874,0.0494,-713.142295912,9836.50375095,0.047,82.4,0.042,0.0056,16.7011111111,1439.20165434,0.00603,742.694540075,-0.0076218083227,0.0395270139863,-0.00228112100804,-0.00695267337493,315502.0,0.0129396824749,0.037,249176.0
2007-10-31,0,14684.3378755,3.45544642857,176.531044272,138200.000608,-0.388095238095,0.0476,-701.61343741,9852.90166432,0.047,79.8690976514,0.0436,0.0182,17.5586022666,1494.7371398,0.005256,795.866767068,-0.0100012849617,0.0162136011193,-0.00199200487838,-0.00900509293801,344966.085411,0.0130626886677,0.032,256196.027401
